0.000000 ; 0.100
0.000100 ; 0.200
0.000191 ; 0.300
0.000279 ; 0.400
0.000365 ; 0.500
0.000448 ; 0.600
0.000530 ; 0.700
0.000610 ; 0.800
0.000688 ; 0.900
0.000765 ; 1.000
0.000841 ; 1.100
0.000916 ; 1.200
0.000990 ; 1.300
0.001062 ; 1.400
0.001134 ; 1.500
0.001205 ; 1.600
0.001275 ; 1.700
0.001344 ; 1.800
0.001412 ; 1.900
0.001479 ; 2.000
0.001546 ; 2.100
0.001611 ; 2.200
0.001677 ; 2.300
0.001741 ; 2.400
0.001805 ; 2.500
0.001868 ; 2.600
0.001930 ; 2.700
0.001992 ; 2.800
0.002053 ; 2.900
0.002114 ; 3.000
0.002174 ; 3.100
0.002233 ; 3.200
0.002292 ; 3.300
0.002350 ; 3.400
0.002408 ; 3.500
0.002466 ; 3.600
0.002522 ; 3.700
0.002579 ; 3.800
0.002635 ; 3.900
0.002690 ; 4.000
0.002745 ; 4.100
0.002799 ; 4.200
0.002853 ; 4.300
0.002907 ; 4.400
0.002960 ; 4.500
0.003013 ; 4.600
0.003065 ; 4.700
0.003117 ; 4.800
0.003168 ; 4.900
0.003219 ; 5.000
0.003270 ; 5.100
0.003320 ; 5.200
0.003370 ; 5.300
0.003420 ; 5.400
0.003469 ; 5.500
0.003518 ; 5.600
0.003566 ; 5.700
0.003614 ; 5.800
0.003662 ; 5.900
0.003709 ; 6.000
0.003756 ; 6.100
0.003803 ; 6.200
0.003849 ; 6.300
0.003895 ; 6.400
0.003941 ; 6.500
0.003986 ; 6.600
0.004032 ; 6.700
0.004076 ; 6.800
0.004121 ; 6.900
0.004165 ; 7.000
0.004209 ; 7.100
0.004252 ; 7.200
0.004296 ; 7.300
0.004339 ; 7.400
0.004381 ; 7.500
0.004424 ; 7.600
0.004466 ; 7.700
0.004508 ; 7.800
0.004550 ; 7.900
0.004591 ; 8.000
0.004632 ; 8.100
0.004673 ; 8.200
0.004713 ; 8.300
0.004754 ; 8.400
0.004794 ; 8.500
0.004833 ; 8.600
0.004873 ; 8.700
0.004912 ; 8.800
0.004951 ; 8.900
0.004990 ; 9.000
0.005029 ; 9.100
0.005067 ; 9.200
0.005105 ; 9.300
0.005143 ; 9.400
0.005181 ; 9.500
0.005218 ; 9.600
0.005255 ; 9.700
0.005292 ; 9.800
0.005329 ; 9.900
0.005365 ; 10.000
0.005402 ; 10.100
0.005438 ; 10.200
0.005474 ; 10.300
0.005509 ; 10.400
0.005545 ; 10.500
0.005580 ; 10.600
0.005615 ; 10.700
0.005650 ; 10.800
0.005685 ; 10.900
0.005719 ; 11.000
0.005753 ; 11.100
0.005787 ; 11.200
0.005821 ; 11.300
0.005855 ; 11.400
0.005888 ; 11.500
0.005922 ; 11.600
0.005955 ; 11.700
0.005988 ; 11.800
0.006020 ; 11.900
0.006053 ; 12.000
0.006085 ; 12.100
0.006117 ; 12.200
0.006149 ; 12.300
0.006181 ; 12.400
0.006213 ; 12.500
0.006244 ; 12.600
0.006275 ; 12.700
0.006307 ; 12.800
0.006337 ; 12.900
0.006368 ; 13.000
0.006399 ; 13.100
0.006429 ; 13.200
0.006460 ; 13.300
0.006490 ; 13.400
0.006520 ; 13.500
0.006549 ; 13.600
0.006579 ; 13.700
0.006608 ; 13.800
0.006638 ; 13.900
0.006667 ; 14.000
0.006696 ; 14.100
0.006725 ; 14.200
0.006753 ; 14.300
0.006782 ; 14.400
0.006810 ; 14.500
0.006839 ; 14.600
0.006867 ; 14.700
0.006895 ; 14.800
0.006922 ; 14.900
0.006950 ; 15.000
0.006978 ; 15.100
0.007005 ; 15.200
0.007032 ; 15.300
0.007059 ; 15.400
0.007086 ; 15.500
0.007113 ; 15.600
0.007140 ; 15.700
0.007166 ; 15.800
0.007193 ; 15.900
0.007219 ; 16.000
0.007245 ; 16.100
0.007271 ; 16.200
0.007297 ; 16.300
0.007322 ; 16.400
0.007348 ; 16.500
0.007373 ; 16.600
0.007399 ; 16.700
0.007424 ; 16.800
0.007449 ; 16.900
0.007474 ; 17.000
0.007499 ; 17.100
0.007524 ; 17.200
0.007548 ; 17.300
0.007573 ; 17.400
0.007597 ; 17.500
0.007621 ; 17.600
0.007645 ; 17.700
0.007669 ; 17.800
0.007693 ; 17.900
